,Artist,Title,vader_sentiment,textblob_subjectivity,NRC_emotion_vector_norm,NRC_emotion_dominant
4952,Selena Gomez,People You Know,0.681,0.5965909090909092,"[0.00293257 0.05890232 0.43523253 0.05890232 0.00293257 0.00293257
 0.00293257 0.43523253]",others
4953,Selena Gomez,Only You,0.9832,0.3360000000000001,"[0.90761196 0.00611544 0.01662349 0.00611544 0.04518734 0.00611544
 0.00611544 0.00611544]",joy
4954,Selena Gomez,A Sweeter Place,0.9925,0.692929292929293,"[9.07064237e-04 4.51600692e-05 9.07064237e-04 9.94716719e-01
 2.46565623e-03 4.51600692e-05 9.07064237e-04 6.11175075e-06]",fear
4955,Selena Gomez,De Una Vez,-0.9468,0.0,"[0.10289885 0.10289885 0.10289885 0.10289885 0.27970807 0.10289885
 0.10289885 0.10289885]",anticipation
4956,Selena Gomez,Cut You Off,0.8555,0.3857142857142855,"[0.11328359 0.00564006 0.01533127 0.00564006 0.00564006 0.83705884
 0.00207486 0.01533127]",trust
4957,Selena Gomez,Perfect,0.999,0.4259615384615384,"[8.77630559e-01 2.94412254e-04 1.08308215e-04 1.08308215e-04
 1.18774380e-01 2.17542866e-03 8.00295479e-04 1.08308215e-04]",joy
4958,Selena Gomez,Dance Again,0.9976,0.539848484848485,"[7.30991421e-01 1.01519678e-11 1.37391944e-12 2.75959096e-11
 9.02115080e-05 2.68916715e-01 1.65228140e-06 3.73470025e-12]",joy
4959,Selena Gomez,Come & Get It,0.9975,0.4747813411078717,"[1.67014218e-05 7.58243378e-10 1.02617082e-10 1.02617082e-10
 9.99983297e-01 3.77507149e-11 1.87949742e-12 1.02617082e-10]",anticipation
4960,Selena Gomez,Sober,0.9985,0.5630291005291006,"[9.99613088e-01 4.13833593e-08 5.60062865e-09 2.06035614e-09
 4.53823640e-05 6.14183509e-06 3.35332833e-04 5.60062865e-09]",joy
4961,Selena Gomez,Revival,0.9868,0.3812499999999998,"[1.06505565e-01 3.25802995e-08 8.85624362e-08 1.31438309e-05
 7.86975596e-01 1.06505565e-01 4.40926406e-09 4.40926406e-09]",anticipation
4962,Selena Gomez,Let Me Get Me,0.9958,0.4939874939874937,"[1.96350144e-01 4.86703346e-04 1.79048155e-04 4.86703346e-04
 7.22331812e-02 1.96350144e-01 5.33735028e-01 1.79048155e-04]",surprise
4963,Selena Gomez,Kinda Crazy,0.9131,0.2536281179138324,"[9.93138278e-01 2.24481965e-06 4.50884081e-05 1.22563000e-04
 1.11762990e-07 6.69171308e-03 2.77032754e-10 7.53053101e-10]",joy
4964,Selena Gomez,Everything Is Not As It Seems,0.8186,0.5416666666666667,"[0.04129727 0.30514784 0.04129727 0.30514784 0.04129727 0.11225762
 0.04129727 0.11225762]",others
4965,Selena Gomez,She,0.9952,0.5190476190476191,"[1.55562292e-02 2.10530669e-03 2.84922277e-04 2.10530669e-03
 1.14945851e-01 8.49341338e-01 1.55562292e-02 1.04817048e-04]",trust
4966,Selena Gomez,Slow Down,0.989,0.6111832611832613,"[7.27284980e-01 4.90040765e-03 1.21468961e-05 2.43976931e-04
 2.67553192e-01 6.04758348e-07 4.46859336e-06 2.22478163e-07]",joy
4967,Selena Gomez,Me & My Girls,-0.9234,0.4408730158730158,"[0.09874417 0.00491618 0.03632595 0.01336357 0.72962621 0.09874417
 0.01336357 0.00491618]",anticipation
4968,Selena Gomez,Fun,0.9985,0.5087921626984127,"[9.99541255e-01 1.52229931e-08 1.52229931e-08 4.13803854e-08
 3.35308736e-04 1.23353190e-04 5.60022618e-09 5.60022618e-09]",joy
4969,Selena Gomez,Camouflage,-0.9117,0.5659722222222223,"[5.97889593e-04 2.41205877e-01 8.09155574e-05 8.87346833e-02
 1.20089335e-02 1.62523242e-03 6.55665553e-01 8.09155574e-05]",surprise
4970,Selena Gomez,Nobody,0.9994,0.4253846153846153,"[9.99999077e-01 1.52299657e-08 1.52299657e-08 1.52299657e-08
 1.52299657e-08 8.31527952e-07 1.52299657e-08 1.52299657e-08]",joy
4971,Selena Gomez,Stained,0.9504,0.2874149659863946,"[2.22477530e-02 6.04756628e-02 4.46858065e-01 4.46858065e-01
 5.51466663e-05 1.49904181e-04 2.22477530e-02 1.10765040e-03]",others
4972,Selena Gomez,Me & The Rhythm,0.9925,0.5736842105263158,"[2.44030034e-03 6.63342406e-03 9.84487421e-01 2.44030034e-03
 8.97736325e-04 3.30258737e-04 3.30258737e-04 2.44030034e-03]",anger
4973,Selena Gomez,Love Will Remember,0.9995,0.4431216931216929,"[1.00000000e+00 2.31952283e-16 6.30511676e-16 2.31952283e-16
 6.30511676e-16 4.65888615e-15 1.71390843e-15 2.31952283e-16]",joy
4974,Selena Gomez,Rise,0.9973,0.4866013071895425,"[4.26193059e-02 4.26193059e-02 1.05642697e-04 4.26193059e-02
 1.56787664e-02 8.56031643e-01 2.87166624e-04 3.88637765e-05]",trust
4975,Selena Gomez,Cologne,0.9941,0.6799697656840514,"[0.45858881 0.00839935 0.00308995 0.00308995 0.45858881 0.06206325
 0.00308995 0.00308995]",others
4976,Selena Gomez,Shake It Up,-0.9884,0.5811640211640212,"[0.05000514 0.13592808 0.36949082 0.13592808 0.01839586 0.13592808
 0.13592808 0.01839586]",anger
4977,Selena Gomez,Survivors,0.7814,0.5566666666666665,"[2.06115356e-09 7.58256022e-10 2.06115356e-09 2.06115356e-09
 5.60279628e-09 1.52299793e-08 9.99999972e-01 1.02618793e-10]",surprise
4978,Selena Gomez,Body Heat,0.4623,0.679976911976912,"[9.75821694e-01 8.89834204e-04 3.27351710e-04 1.78727978e-02
 2.41882015e-03 8.89834204e-04 8.89834204e-04 8.89834204e-04]",joy
4979,Selena Gomez,Outta My Hands (Loco),0.984,0.3705882352941176,"[2.24173931e-01 5.55671620e-04 2.04420165e-04 5.55671620e-04
 8.24689806e-02 8.24689806e-02 6.09367924e-01 2.04420165e-04]",surprise
4980,Selena Gomez,Birthday,0.9991,0.3375,"[8.66813332e-01 3.27233695e-11 1.20382549e-11 3.27233695e-11
 1.17310428e-01 2.41794813e-10 1.58762400e-02 1.20382549e-11]",joy
4981,Selena Gomez,Can’t Steal Our Love,-0.97,0.4376521164021165,"[3.20585980e-02 2.36882779e-01 8.71443044e-02 6.43914154e-01
 7.24629918e-08 7.24629918e-08 9.80679952e-09 9.80679952e-09]",fear
4982,Selena Gomez,Stars Dance,0.9473,0.3638888888888888,"[8.80797075e-01 6.67869704e-10 9.03863356e-11 1.81545808e-09
 6.67869704e-10 1.19202922e-01 2.45695534e-10 9.03863356e-11]",joy
4983,Selena Gomez,Undercover,0.9297,0.5115497076023392,"[9.00203146e-02 8.20879014e-05 5.53103929e-07 3.01984513e-05
 6.65165154e-01 2.44700585e-01 5.53103929e-07 5.53103929e-07]",anticipation
4984,Selena Gomez,B.E.A.T.,0.997,0.6777777777777778,"[5.56343915e-09 9.92975421e-01 8.25687580e-07 6.69061576e-03
 5.56343915e-09 1.51229955e-08 5.56343915e-09 3.33106144e-04]",sadness
4985,Selena Gomez,Kill Em With Kindness (Acoustic),-0.9977,0.5583774250440917,"[9.34909769e-14 9.11051194e-04 7.57565232e-10 9.99088948e-01
 6.90810073e-13 9.34909769e-14 6.90810073e-13 2.54134824e-13]",fear
4986,Selena Gomez,Same Old Love (Remix),0.9966,0.5806277056277054,"[9.99999998e-01 2.06115362e-09 3.13913278e-17 3.13913278e-17
 8.53304761e-17 8.53304761e-17 2.11513103e-19 2.78946809e-10]",joy
4987,Selena Gomez,Everything Is Not What It Seems (Wizards of Waverly Place Full Theme Song),0.9857,0.4968749999999999,"[0.06466561 0.17577936 0.00875154 0.06466561 0.00875154 0.47781783
 0.02378915 0.17577936]",trust
4988,Selena Gomez,Higher Or Heaven*,0.9313,0.5333333333333332,"[4.53974010e-05 8.31482404e-07 8.31482404e-07 8.31482404e-07
 9.99944301e-01 6.14387013e-06 8.31482404e-07 8.31482404e-07]",anticipation
4989,Selena Gomez,Forget Forever,0.9536,0.3954545454545456,"[9.00100004e-02 2.23112484e-04 5.53040557e-07 6.65088943e-01
 4.08644770e-06 2.44672549e-01 2.03452251e-07 5.53040557e-07]",fear
4990,Selena Gomez,Like A Champion,0.9998,0.2543253968253967,"[6.65240956e-01 5.67653276e-17 4.19442190e-16 1.14016208e-15
 9.00305732e-02 2.44728471e-01 5.67653276e-17 7.68235169e-18]",joy
4991,Selena Gomez,Nobody Does It Like You,0.9011,0.575,"[3.04046538e-06 4.94850308e-01 9.06349955e-03 4.94850308e-01
 1.51375858e-07 3.04046538e-06 3.04046538e-06 1.22661128e-03]",others
4992,Selena Gomez,Do It,0.996,0.5295918367346941,"[4.11222785e-08 1.11781942e-07 3.03854823e-07 7.53180803e-10
 2.77079733e-10 9.93306694e-01 2.77079733e-10 6.69284786e-03]",trust
4993,Selena Gomez,Save the Day,0.994,0.7955357142857142,"[9.92944640e-01 6.10086272e-06 2.24438197e-06 8.25661985e-07
 3.33095818e-04 6.69040836e-03 6.10086272e-06 1.65838643e-05]",joy
4994,Selena Gomez,Write Your Name,0.9952,0.3976190476190475,"[0.52860407 0.19446257 0.02631765 0.02631765 0.07153878 0.07153878
 0.07153878 0.00968172]",joy
4995,Selena Gomez,Bad News*,-0.9967,0.4204604486422667,"[5.31097472e-09 1.73616686e-02 1.73616686e-02 1.73616686e-02
 2.64417861e-10 2.64417861e-10 2.64417861e-10 9.47914988e-01]",disgust
4996,Selena Gomez,Magic,-0.4356,0.0785714285714286,"[0.58116605 0.21379904 0.02893455 0.02893455 0.02893455 0.07865227
 0.02893455 0.01064443]",joy
4997,Selena Gomez,Wild Love,0.9793,0.5505403579871666,"[2.67542364e-01 1.21464045e-05 2.43967056e-04 4.90020932e-03
 1.21464045e-05 3.30173507e-05 7.27255545e-01 6.04733872e-07]",surprise
4998,Selena Gomez,I Like It That Way,0.9926,0.4737142857142856,"[1.18890072e-01 1.08413713e-04 2.94699025e-04 8.78485413e-01
 1.98566641e-06 2.17754763e-03 1.98566641e-06 3.98831760e-05]",fear
4999,Selena Gomez,Sad Serenade,-0.9947,0.2075549450549451,"[0.17335863 0.17335863 0.17335863 0.47123761 0.00317517 0.00116808
 0.00116808 0.00317517]",fear
5000,Selena Gomez,Fly to Your Heart,0.9771,0.1047619047619047,"[0.4186217  0.00103766 0.00103766 0.00282065 0.4186217  0.15400232
 0.00282065 0.00103766]",others
5001,Selena Gomez,Cruella De Vil,0.9709,0.3044444444444444,"[3.93907815e-08 1.17422265e-04 4.73715226e-02 9.51482466e-01
 4.31972371e-05 2.91060694e-07 8.67639701e-04 1.17422265e-04]",fear
5002,Selena Gomez,Bidi Bidi Bom Bom,-0.1591,1.0,[0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125],others
5003,Selena Gomez,Lover In Me,0.9963,0.5033333333333334,"[4.95461097e-01 1.11990529e-06 4.11990131e-07 1.11990529e-06
 9.07468654e-03 4.95461097e-01 5.57568011e-08 4.11990131e-07]",others
5004,Selena Gomez,Back to You (Riton & Kah-Lo Remix),0.9774,0.7330999066293183,"[0.0816757  0.00406639 0.00149594 0.00406639 0.22201758 0.60350635
 0.0816757  0.00149594]",trust
5005,Selena Gomez,Music Feels Better,0.9964,0.4880952380952381,"[7.31055070e-01 2.68940131e-01 8.22694101e-08 4.49175759e-06
 3.02652246e-08 8.22694101e-08 3.02652246e-08 8.22694101e-08]",joy
5006,Selena Gomez,Out Of My Head,0.9595,0.37,"[2.09098047e-01 3.82976431e-03 3.82976431e-03 1.40889156e-03
 2.09098047e-01 5.68387420e-01 5.18302238e-04 3.82976431e-03]",trust
5007,Selena Gomez,Praise You,0.9976,0.4954248366013072,"[9.99664606e-01 2.06046232e-09 6.91208106e-13 4.13854921e-08
 1.02584379e-10 3.35350116e-04 3.44132252e-14 9.35448448e-14]",joy
5008,Selena Gomez,Expressing Myself,0.9915,0.4382724567099566,"[4.72906402e-02 1.17221777e-04 2.14699174e-06 3.18641827e-04
 9.49857899e-01 2.35446234e-03 4.31234819e-05 1.58642424e-05]",anticipation
5009,Selena Gomez,Congratulations to Me,0.9936,0.2953869047619046,"[0.08279512 0.03045862 0.00412213 0.0112051  0.6117778  0.22506048
 0.03045862 0.00412213]",anticipation
5010,Selena Gomez,Give You Up,0.9974,0.7622951868919612,"[9.79500263e-01 2.21399325e-06 6.01825761e-06 1.20879936e-04
 2.42793841e-03 1.79401731e-02 2.99631403e-07 2.21399325e-06]",joy
5011,Selena Gomez,Fetish (Galantis Remix),0.9961,0.5060675883256529,"[9.99640597e-01 3.35342062e-04 6.14200411e-06 3.05792378e-07
 3.05792378e-07 3.05792378e-07 1.66956981e-05 3.05792378e-07]",joy
5012,Selena Gomez,Pose,0.9725,0.4208479532163743,"[1.76105503e-02 3.22548481e-04 8.76777674e-04 8.76777674e-04
 1.76105503e-02 9.61503469e-01 3.22548481e-04 8.76777674e-04]",trust
5013,Selena Gomez,Brain Zapped,0.5719,0.6867424242424243,"[0.08004678 0.02944757 0.08004678 0.02944757 0.59147017 0.08004678
 0.08004678 0.02944757]",anticipation
5014,Selena Gomez,Make It Happen,-0.0633,0.423076923076923,"[2.25540651e-06 3.34732005e-04 9.09895927e-04 9.97822045e-01
 9.09895927e-04 2.25540651e-06 2.25540651e-06 1.66653252e-05]",fear
5015,Selena Gomez,Bang A Drum,0.9978,0.2455498866213151,"[9.21960320e-11 4.47303059e-02 8.98432211e-01 6.05358862e-03
 9.21960320e-11 2.50614798e-10 4.47303059e-02 6.05358862e-03]",anger
5016,Selena Gomez,Disappear,-0.9897,0.4636363636363637,"[3.77513432e-11 2.78946793e-10 2.06115350e-09 9.99999940e-01
 4.13993747e-08 2.78946793e-10 1.52299788e-08 2.78946793e-10]",fear
5017,Selena Gomez,You Don’t Own Me (Cover) / Me & My Girls,-0.8876,0.38406432748538,"[0.09874417 0.00491618 0.03632595 0.01336357 0.72962621 0.09874417
 0.01336357 0.00491618]",anticipation
5018,Selena Gomez,All Night Long,0.8393,0.40625,"[0.07906899 0.07906899 0.0014482  0.01070082 0.58424517 0.21493179
 0.0014482  0.02908785]",anticipation
5019,Selena Gomez,New Classic (Single Version),0.9927,0.5903973407544838,"[1.14475689e-01 7.71331125e-04 2.09669538e-03 5.69940895e-03
 1.54925998e-02 1.54925998e-02 8.45867288e-01 1.04388316e-04]",surprise
5020,Selena Gomez,Forget Forever (ST£FAN Remix),0.9525,0.3956521739130436,"[9.00230038e-02 8.20903536e-05 2.03481643e-07 6.65185025e-01
 1.50353727e-06 2.44707895e-01 7.48567130e-08 2.03481643e-07]",fear
5021,Selena Gomez,Magical,0.9959,0.3246031746031744,"[8.38984912e-01 1.40124750e-05 1.40124750e-05 1.40124750e-05
 1.13544261e-01 4.17705992e-02 5.65303587e-03 5.15490146e-06]",joy
5022,Selena Gomez,Shake It Up (Theme Song) [Cole Plante Reboot Remix],-0.9838,0.65005291005291,"[0.09830597 0.09830597 0.09830597 0.09830597 0.03616474 0.26722332
 0.26722332 0.03616474]",others
5023,Selena Gomez,A Year Without Rain (Dave Audé Radio Remix),0.7991,0.6566666666666666,"[9.92456804e-01 6.68712135e-03 1.65757166e-05 3.32932168e-04
 1.22478900e-04 3.32932168e-04 6.09786536e-06 4.50574692e-05]",joy
5024,Selena Gomez,Running Back To Me,-0.9313,0.66,"[0.07992533 0.21725959 0.01081672 0.21725959 0.21725959 0.21725959
 0.02940289 0.01081672]",others
5025,Selena Gomez,Redlight,-0.0772,0.6214285714285714,"[0.85671848 0.00577252 0.00212359 0.00577252 0.00577252 0.11594424
 0.00577252 0.00212359]",joy
5026,Selena Gomez,Trust In Me,0.9873,0.5402777777777779,"[3.34838357e-04 1.23180148e-04 1.23180148e-04 1.23180148e-04
 1.23180148e-04 9.98139076e-01 9.10185022e-04 1.23180148e-04]",trust
5027,Selena Gomez,Unfamiliar (Demo),0.9978,0.4441993464052288,"[1.08417302e-04 1.18894009e-01 8.01101529e-04 3.98844966e-05
 8.01101529e-04 8.78514500e-01 3.98844966e-05 8.01101529e-04]",trust
5028,Selena Gomez,Bang,0.9966,0.4895833333333333,"[1.27122730e-04 3.78947519e-01 5.12849698e-02 1.39407001e-01
 4.26449252e-08 8.56546220e-07 3.78947519e-01 5.12849698e-02]",others
5029,Selena Gomez,Someone Else,0.4497,0.6051136363636364,"[0.08743885 0.08743885 0.08743885 0.23768344 0.23768344 0.08743885
 0.08743885 0.08743885]",others
5030,Selena Gomez,Lose You To Love Me (Demo Version),0.9999,0.4038029100529092,"[1.00000000e+00 7.09547416e-23 1.29958143e-24 3.53262857e-24
 1.08063928e-30 1.08063928e-30 1.18506486e-27 1.75879220e-25]",joy
5031,Selena Gomez,Great Escape,0.9821,0.3364583333333333,"[2.33509907e-04 1.27492089e-02 8.59034941e-05 2.56074707e-01
 6.96083222e-01 3.46559430e-02 8.59034941e-05 3.16021294e-05]",anticipation
5032,Selena Gomez,Slow Down (Paolo Ortelli & Luke Degree Remix),0.9895,0.6168178382464099,"[9.93178907e-01 1.22568014e-04 3.03815732e-07 6.10230211e-06
 6.69198683e-03 1.51260946e-08 1.11767562e-07 5.56457924e-09]",joy
5033,Selena Gomez,Love’s Not Over,0.6234,0.5652777777777778,"[0.01926153 0.38687813 0.00260676 0.05235826 0.38687813 0.14232451
 0.00260676 0.00708592]",others
5034,Selena Gomez,Come & Get It (Cosmic Dawn Club Remix),0.9966,0.4712624584717607,"[1.79862021e-02 3.00400165e-07 4.06547414e-08 4.06547414e-08
 9.82013359e-01 1.49560436e-08 2.02408039e-09 4.06547414e-08]",anticipation
5035,Selena Gomez,Goals,0.9971,0.1583673469387758,"[9.97510643e-01 1.12255035e-07 1.02363342e-10 2.78252411e-10
 1.66601243e-05 2.47258168e-03 2.05602268e-09 3.76573689e-11]",joy
5036,Selena Gomez,I Believe I Can Fly (Cover),0.929,0.1914930555555558,"[0.33795114 0.04573671 0.04573671 0.12432528 0.04573671 0.33795114
 0.0168256  0.04573671]",others
5037,Selena Gomez,Kill Em with Kindness (Felix Cartal Remix),-0.9981,0.6025396825396825,"[9.34909769e-14 9.11051194e-04 7.57565232e-10 9.99088948e-01
 1.87781647e-12 9.34909769e-14 6.90810073e-13 2.54134824e-13]",fear
5038,Selena Gomez,Wolves,-0.5106,0.570164609053498,"[6.65933436e-04 2.68656723e-01 2.44983220e-04 7.30284687e-01
 1.21969963e-05 3.31548735e-05 9.01242902e-05 1.21969963e-05]",fear
5039,Selena Gomez,Kill Em With Kindness (MAGIX Radio Edit),-0.9981,0.6025396825396825,"[9.34909769e-14 9.11051194e-04 7.57565232e-10 9.99088948e-01
 1.87781647e-12 9.34909769e-14 6.90810073e-13 2.54134824e-13]",fear
5040,Selena Gomez,Feel Me (Demo),0.7619,0.5111979166666667,"[2.66587960e-01 1.79625555e-03 6.60805487e-04 6.60805487e-04
 7.24661208e-01 4.88272881e-03 8.94302978e-05 6.60805487e-04]",anticipation
5041,Selena Gomez,Let Me Love You (Demo),0.9844,0.44,"[0.97884667 0.00242632 0.00242632 0.00242632 0.00242632 0.00659542
 0.00242632 0.00242632]",joy
5042,Selena Gomez,Back to You (Anki Remix),-0.8106,0.8766975308641975,"[0.01732653 0.34801257 0.04709838 0.12802667 0.04709838 0.34801257
 0.04709838 0.01732653]",others
5043,Selena Gomez,Good For You (Kasbo Remix),0.9944,0.4766666666666665,"[5.32524135e-01 3.58811940e-03 2.20461675e-08 8.89405876e-06
 1.95904681e-01 7.20693046e-02 1.95904681e-01 1.62900369e-07]",joy
5044,Selena Gomez,Good for You (Single Version),0.998,0.3741935483870967,"[3.05902121e-07 1.38879348e-11 2.31952132e-16 2.54366399e-13
 4.13993501e-08 9.99999347e-01 3.05902121e-07 1.71390731e-15]",trust
5045,Selena Gomez,Good For You (AKZEL Remix),0.9971,0.3959827760891589,"[1.23392236e-04 5.60199884e-09 4.65822292e-15 1.38859668e-11
 2.26000763e-06 9.99857643e-01 1.66993232e-05 9.35629084e-14]",trust
5046,Selena Gomez,Good For You (Phantoms Remix),0.9999,0.3835937499999992,"[1.26641655e-14 2.22736356e-39 2.08428284e-52 3.01440879e-40
 4.65888615e-15 1.00000000e+00 1.26641655e-14 1.03770332e-53]",trust
5047,Selena Gomez,Feel Me (Live from Revival Tour),0.9851,0.5163690476190477,"[1.18760409e-01 8.00201343e-04 2.94377623e-04 1.08295475e-04
 8.77527326e-01 2.17517277e-03 3.98396790e-05 2.94377623e-04]",anticipation
5048,Selena Gomez,Rare (Live From The Village Studio),0.9308,0.3774226190476193,"[9.93271856e-01 6.69261312e-03 2.24512159e-06 6.10287321e-06
 6.10287321e-06 1.65893293e-05 2.24512159e-06 2.24512159e-06]",joy
